MOF_no,ethane_avg(mol/kg),ethylene_avg(mol/kg),C2H6/C2H4 Selectivity (1Bar),TSN,oms,Df,AV_Volume_fraction_1.9,channel_dimentionality
ddmof_1,0.090212,0.490082,1.65667786207206,0.01977790466932,18,5.97689,0.2417,3
ddmof_10,0.099701,0.48033,1.86810942477047,0.02705908185877,22,8.08337,0.26716,3
ddmof_100,0.103057,0.549819,1.68694243014519,0.023404271678757,20,7.26001,0.34358,3
ddmof_1000,0.07334,0.431104,1.53109226543943,0.013567999932235,20,9.65757,0.52278,3
ddmof_10000,0.10442,0.522698,1.79794068467834,0.02660364308646,6,7.58398,0.29818,3
ddmof_10001,0.223709,0.942366,2.13651702204876,0.073758279479864,7,3.61587,0.01468,0
ddmof_10002,0.148043,0.778059,1.71244982706967,0.034585488254568,1,7.13287,0.31114,3
ddmof_10003,0.119174,0.638658,1.67940587920295,0.026832701723002,3,10.49501,0.53244,3
ddmof_10004,0.151061,0.847546,1.60410054439523,0.031002488644423,8,8.01551,0.43542,3
ddmof_10005,0.124359,0.759793,1.47307358714808,0.02092022344408,9,11.2293,0.56564,3
ddmof_10006,0.132703,0.707819,1.68733390881002,0.03015025884432,7,6.92548,0.2547,3
ddmof_10007,0.128316,0.669369,1.72527260748556,0.030392636096154,4,6.36087,0.27652,3
ddmof_10008,0.124717,0.529292,2.1206687423955,0.040716712580538,2,3.46834,0,0
ddmof_10009,0.068896,0.342448,1.81068074568986,0.017764274401528,4,8.81555,0.29282,3
ddmof_1001,0.081611,0.445843,1.64743867235776,0.01769402023196,18,8.24024,0.43952,3
ddmof_10010,0.137493,0.693802,1.783559286367,0.034550279121968,6,6.56442,0.25778,3
ddmof_10011,0.086426,0.416528,1.86742307840049,0.023442423465474,8,6.26813,0.20022,3
ddmof_10012,0.344697,1.620753,1.91409363425519,0.097191861883928,6,4.51001,0.10588,2
ddmof_10013,0.132313,0.744735,1.59898084553566,0.026971113431025,8,7.17831,0.32828,3
ddmof_10014,0.179013,0.959735,1.6787102689805,0.040273583414976,2,9.77416,0.46348,3
ddmof_10015,0.185972,1.040183,1.60908993898189,0.038418155153984,5,10.43982,0.488,3
ddmof_10016,0.059555,0.319585,1.67715944115024,0.01337452549098,2,6.01184,0.21726,3
ddmof_10017,0.102528,0.51406,1.79502781776446,0.026049410279425,7,4.5901,0.09306,2
ddmof_10018,0.191384,0.89818,1.91771805206083,0.05412047782151,4,4.57027,0.13988,3
ddmof_10019,0.087362,0.392287,2.00429277544247,0.02637993095108,6,2.70464,0,0
ddmof_1002,0.114789,0.551015,1.87490540184931,0.031335027793502,19,4.49962,0.15482,3
ddmof_10020,0.230931,0.948978,2.19012348020713,0.078624754557706,9,7.77247,0.2856,3
ddmof_10021,0.115825,0.591817,1.76139752660028,0.028476431288699,12,4.48665,0.09184,3
ddmof_10022,0.114469,0.562673,1.83094088395924,0.030068067005632,6,4.10723,0.12314,2
ddmof_10023,0.203683,1.076464,1.70293386495043,0.047091057841811,3,9.16893,0.43764,3
ddmof_10024,0.12799,0.591503,1.94742883806168,0.037048189783391,3,3.92014,0.08578,1
ddmof_10025,0.117732,0.620247,1.70833232567026,0.027381208950807,4,9.61756,0.46244,3
ddmof_10026,0.105258,0.431661,2.19459714915176,0.03593032466491,2,5.0803,0.12392,3
ddmof_10027,0.146461,0.728751,1.80877830699375,0.037696914398331,6,7.36406,0.48732,3
ddmof_10028,0.151296,0.678661,2.00639789232032,0.045754491953579,5,3.77501,0.0824,1
ddmof_10029,0.119178,0.444673,2.41211407033933,0.045573410014301,6,4.44951,0.2663,3
ddmof_1003,0.124493,0.653239,1.71520224603859,0.0291706192139,20,6.72042,0.2483,3
ddmof_10030,0.18025,0.894539,1.81350393890037,0.046597960201415,7,5.60952,0.24458,3
ddmof_10031,0.091815,0.464696,1.77822705596777,0.022952576035939,7,6.34148,0.21058,3
ddmof_10032,0.263111,1.290615,1.83478341720807,0.069352061975547,7,5.23887,0.23528,3
ddmof_10033,0.05617,0.319529,1.58210991803561,0.011191122803475,1,5.64736,0.22818,3
ddmof_10034,0.155964,0.719871,1.94989935696812,0.045231462146185,4,3.469,0.0505,0
ddmof_10035,0.197137,0.989038,1.79389770666041,0.050032912189747,6,8.70486,0.41848,3
ddmof_10036,0.174341,0.894971,1.75320652847969,0.042510102857893,5,6.40071,0.2519,3
ddmof_10037,0.131154,0.714556,1.65191531524471,0.028589969249339,4,8.13956,0.35614,3
ddmof_10038,0.126437,0.613658,1.85434395053923,0.033909175926684,6,5.01231,0.12402,2
ddmof_10039,0.291136,1.376963,1.90290080416104,0.081348100144185,8,6.11083,0.08222,1
ddmof_1004,0.124338,0.649861,1.72197131386558,0.029346989885169,19,5.96927,0.2242,3
ddmof_10040,0.204631,1.003886,1.83454993893729,0.053926312959571,4,6.37092,0.23492,3
ddmof_10041,0.10238,0.591366,1.55812136646341,0.019718519361216,3,10.87017,0.51056,3
ddmof_10042,0.178742,0.796965,2.01850520411812,0.054521649639759,5,4.94095,0.14306,3
ddmof_10043,0.235695,1.118866,1.89589727456192,0.065479559817104,9,4.98861,0.11346,3
ddmof_10044,0.142551,0.806186,1.59139330129772,0.028763588057419,4,8.0415,0.38526,3
ddmof_10045,0.302637,1.456416,1.87016140992683,0.082280672538811,4,5.07455,0.15514,3
ddmof_10046,0.218058,1.105999,1.77443379243562,0.054309481784873,8,3.8322,0.05382,1
ddmof_10047,0.182313,0.950227,1.72676318395499,0.043250619922037,3,9.51064,0.47028,3
ddmof_10048,0.179301,0.899864,1.79328098468213,0.045479401620458,7,4.18489,0.12686,3
ddmof_10049,0.08531,0.432293,1.77608705206885,0.021281795015164,3,6.70552,0.23456,3
ddmof_1005,0.214976,1.021279,1.89447154009825,0.059653278652243,15,5.79362,0.17102,3
ddmof_10050,0.232438,1.142655,1.8307730679864,0.06104624140039,6,5.26059,0.12036,2
ddmof_10051,0.199729,0.938604,1.91514312745311,0.056363770733223,4,4.88988,0.18216,2
ddmof_10052,0.097007,0.389654,2.24061090095315,0.033987997687231,5,4.6116,0.11126,2
ddmof_10053,0.115764,0.577906,1.80284682976124,0.029630818058738,4,4.53783,0.14356,2
ddmof_10054,0.07513,0.413382,1.6357025705038,0.016055606776734,2,7.24004,0.27678,3
ddmof_10055,0.08999,0.512215,1.58119149185401,0.017906612347854,8,8.68265,0.43306,3
ddmof_10056,0.24497,1.149061,1.91872320094408,0.069329529749168,11,3.53475,0.10576,0
ddmof_10057,0.223522,1.036876,1.94015292088929,0.064337669882686,6,4.49485,0.14426,2
ddmof_10058,0.209664,1.118033,1.68776413576343,0.04765909160795,5,7.46522,0.34904,3
ddmof_10059,0.097614,0.499355,1.75932152476695,0.023949127933123,7,4.07057,0.13444,3
ddmof_1006,0.109499,0.504087,1.95500181516286,0.031880323416173,13,4.79506,0.11786,3
ddmof_10060,0.201289,0.945792,1.91543278014616,0.056817225160925,6,6.13854,0.24158,3
ddmof_10061,0.221346,1.135424,1.75451109013021,0.054042980028923,5,6.07667,0.19934,3
ddmof_10062,0.201935,0.963784,1.88570779344749,0.055627922150226,12,5.45825,0.06922,1
ddmof_10063,0.10562,0.587328,1.61848234717228,0.022085983464355,7,7.64979,0.36934,3
ddmof_10064,0.146251,0.815039,1.6149644372846,0.030444041543487,3,8.70879,0.45304,3
ddmof_10065,0.110557,0.578309,1.72055596575533,0.02605483594107,7,10.01943,0.4369,3
ddmof_10066,0.058258,0.265608,1.97404445649227,0.017206903968396,0,11.98963,0.29234,1
ddmof_10067,0.20684,1.021011,1.82325165938467,0.053953514363068,8,4.34319,0.073,1
ddmof_10068,0.161825,0.81101,1.79581632778881,0.04114593454085,3,7.47313,0.33048,3
ddmof_10069,0.16781,0.781024,1.93373058958496,0.048060107283517,8,6.94481,0.19738,3
ddmof_1007,0.074029,0.426787,1.56110893724504,0.014319667106129,21,8.19089,0.41574,3
ddmof_10070,0.165685,0.782322,1.90607575908641,0.046415022104614,5,6.70188,0.2307,3
ddmof_10071,0.148988,0.779895,1.71932375512088,0.035065467594843,6,6.95007,0.30844,3
ddmof_10072,0.211319,1.055261,1.80227545602462,0.054059873480789,7,5.41483,0.16678,3
ddmof_10073,0.208302,1.065148,1.76005400188518,0.051143555397894,8,5.25073,0.16252,3
ddmof_10074,0.128617,0.637159,1.81674119018958,0.033349495867549,6,4.6099,0.14582,3
ddmof_10075,0.095926,0.583418,1.47978636243654,0.016326511249068,3,13.62483,0.58288,3
ddmof_10076,0.129746,0.625644,1.86641924161344,0.035162360067084,4,4.9201,0.12834,3
ddmof_10077,0.06971,0.378726,1.65658021894457,0.015281301366499,4,6.51486,0.26062,3
ddmof_10078,0.130775,0.625603,1.88134487846126,0.035893607034109,3,6.42927,0.21652,3
ddmof_10079,0.282741,1.377117,1.84782338755531,0.075395845005533,10,4.2006,0.0801,2
ddmof_1008,0.096398,0.542197,1.60012320245225,0.019679981642322,19,9.35729,0.50998,3
ddmof_10080,0.095796,0.525884,1.63945661020301,0.020567394219926,1,8.36341,0.3759,3
ddmof_10081,0.135049,0.688693,1.76485168282529,0.033317697509504,6,6.87623,0.2895,3
ddmof_10082,0.141376,0.764094,1.66521920077896,0.031310742041504,7,8.36518,0.32144,3
ddmof_10083,0.12097,0.702411,1.54998996314124,0.023024085331418,2,9.69608,0.53258,3
ddmof_10084,0.18079,0.996148,1.63340186398005,0.038525091940765,6,9.27991,0.4226,3
ddmof_10085,0.233147,1.314763,1.59597052852872,0.047334638743573,2,8.13821,0.4467,3
ddmof_10086,0.184968,0.760888,2.18785419141845,0.062892518835245,6,3.06757,0,0
ddmof_10087,0.213918,0.963616,1.99795561717531,0.064300720978317,5,3.79141,0.08608,1
ddmof_10088,0.136214,0.680046,1.80271040488438,0.034860699451151,7,5.90413,0.19612,3
ddmof_10089,0.2419,1.058217,2.05732850634605,0.075788151414267,5,4.54574,0.0992,2
ddmof_1009,0.097171,0.517922,1.68855348874927,0.022107842812183,20,11.11301,0.46134,3
ddmof_10090,0.153724,0.792345,1.74610302330424,0.037211947820006,6,7.9127,0.38332,3
ddmof_10091,0.061947,0.358208,1.55642252546007,0.01190172270969,4,6.9589,0.35338,3
ddmof_10092,0.150922,0.766972,1.77098772836557,0.037461187517984,11,5.17059,0.13422,3
ddmof_10093,0.129771,0.674769,1.7308723429796,0.030919892316046,8,10.23114,0.51254,3
ddmof_10094,0.110021,0.521483,1.89879439981744,0.030638421675253,5,4.7378,0.08514,3
ddmof_10095,0.164586,0.838282,1.76703543676233,0.040693108212814,1,10.37133,0.28342,3
ddmof_10096,0.107372,0.643513,1.50167595681828,0.018959342685835,4,11.13396,0.55198,3
ddmof_10097,0.142658,0.66866,1.92014177608949,0.040419761421827,4,6.47276,0.26916,3
ddmof_10098,0.137993,0.707297,1.75589179651547,0.03373897799162,7,6.79514,0.23666,3
ddmof_10099,0.166397,0.824319,1.81673963599044,0.043145525960818,7,3.98851,0.08354,3
ddmof_101,0.075217,0.402331,1.68257728089558,0.016997163119274,21,8.94702,0.47806,3
ddmof_1010,0.089933,0.504886,1.60312823092738,0.018433410712311,20,13.35377,0.66072,3
ddmof_10100,0.114792,0.571974,1.80624993443758,0.029476042307111,3,6.07164,0.17706,3
ddmof_10101,0.096614,0.498612,1.74389304709875,0.023334198415693,4,8.06191,0.3453,3
ddmof_10102,0.181205,0.759438,2.14743665710697,0.060145629253686,5,7.69177,0.2332,3
ddmof_10103,0.074124,0.378091,1.7644323721009,0.018279350294572,4,7.07936,0.29984,3
ddmof_10104,0.173827,0.861162,1.81666515707846,0.045068975725688,5,5.70578,0.24328,3
ddmof_10105,0.088657,0.470652,1.69533540705234,0.020325116596851,5,5.46908,0.19088,3
ddmof_10106,0.096188,0.447241,1.93562754756384,0.027588814749662,6,9.62215,0.46616,3
ddmof_10107,0.128804,0.681298,1.70151093941271,0.029732438575075,3,10.14803,0.4732,3
ddmof_10108,0.162573,0.667092,2.19333615153532,0.055454495178312,4,3.71431,0.0544,1
ddmof_10109,0.116141,0.640562,1.63179988822315,0.024699346321943,8,8.56829,0.38646,3
ddmof_1011,0.079358,0.478151,1.4937164201267,0.013829572255123,19,10.62874,0.57566,3
ddmof_10110,0.141704,0.792421,1.60941721635343,0.029285773356002,6,9.98944,0.41578,3
ddmof_10111,0.202739,1.138197,1.60310649210989,0.041553866516151,5,8.04411,0.41896,3
ddmof_10112,0.218697,1.03932,1.89380845167994,0.060652562211659,9,6.0375,0.21188,3
ddmof_10113,0.154227,0.774929,1.79118732167721,0.039041178020739,2,5.31109,0.17232,3
ddmof_10114,0.237934,1.135104,1.88652845906631,0.065589686159798,5,4.18935,0.0423,1
ddmof_10115,0.235202,1.204455,1.7574903171974,0.057599309503277,5,12.56544,0.48504,3
ddmof_10116,0.219718,1.070105,1.84791398974867,0.058594781478294,7,5.60959,0.16512,3
ddmof_10117,0.147741,0.751532,1.76927795489746,0.036609638625227,5,7.44443,0.33652,3
ddmof_10118,0.145506,0.738401,1.77349976503282,0.036206423168483,4,5.6757,0.2295,3
ddmof_10119,0.233942,1.147323,1.83512228029944,0.061682319310349,20,5.97524,0.10564,3
ddmof_1012,0.125825,0.671074,1.68748155941074,0.028592351655973,21,10.34111,0.50726,3
ddmof_10120,0.083084,0.472764,1.58166865497373,0.016543312866109,7,6.56314,0.27588,3
ddmof_10121,0.255225,1.344982,1.70784813477058,0.059326859766617,20,8.46059,0.40986,3
ddmof_10122,0.160592,0.791752,1.82548070607968,0.041975094874788,5,5.54327,0.11474,2
ddmof_10123,0.175991,0.917676,1.72601114118709,0.041717539275739,1,7.50459,0.37172,3
ddmof_10124,0.125413,0.773875,1.45852624777903,0.020556977726575,3,11.49476,0.57164,3
ddmof_10125,0.189148,1.065961,1.59699276052313,0.038454345895215,6,9.41841,0.4805,3
ddmof_10126,0.209586,0.999243,1.88770299116431,0.05783183289988,8,4.09289,0.07556,2
ddmof_10127,0.115738,0.682735,1.52569005543879,0.021234024420679,5,11.1411,0.52696,3
ddmof_10128,0.095873,0.481342,1.79260691982,0.024302373977431,7,6.2045,0.17422,3
ddmof_10129,0.164159,0.787628,1.87579796553703,0.044845950504684,7,4.56035,0.18322,3
ddmof_1013,0.089408,0.499587,1.6106744170685,0.018508149866825,121,9.38179,0.32922,3
ddmof_10130,0.184259,0.995795,1.66533372832762,0.040813603981368,16,6.32898,0.2698,3
ddmof_10131,0.068118,0.29575,2.07290617075232,0.021564772215683,2,5.84993,0.16756,3
ddmof_10132,0.142323,0.743695,1.72235526660795,0.033605696350645,11,7.93144,0.35714,3
ddmof_10133,0.159817,0.661758,2.17353322513668,0.053884903898877,7,10.14915,0.3897,3
ddmof_10134,0.099703,0.557167,1.61051713400112,0.02063506624727,2,15.66985,0.711,3
ddmof_10135,0.160114,0.729677,1.97488203684644,0.047320277223267,3,5.00197,0.12198,3
ddmof_10136,0.213512,0.910777,2.1098556507246,0.06923185173525,5,3.86072,0.07438,2
ddmof_10137,0.111665,0.583238,1.72311303447306,0.026387976865917,6,6.87075,0.22718,3
ddmof_10138,0.094157,0.427903,1.98038574162836,0.027941070056066,5,3.67929,0.04832,0
ddmof_10139,0.107891,0.603081,1.61009715112895,0.022317477933329,7,10.55087,0.5673,3
ddmof_1014,0.110961,0.641425,1.55692247729664,0.021334137321894,19,9.05379,0.46638,3
ddmof_10140,0.102564,0.397224,2.32381729200653,0.037559139780011,2,6.06172,0.31846,3
ddmof_10141,0.13853,0.725805,1.71777543555087,0.032549893725861,3,6.25614,0.274,3
ddmof_10142,0.152396,0.758706,1.80776743560747,0.039187497409485,5,4.30496,0.125,2
ddmof_10143,0.070863,0.378182,1.68640231422966,0.016083150772245,3,6.00573,0.21922,3
ddmof_10144,0.185224,1.050878,1.58630783021435,0.037116568367219,4,8.00309,0.4326,3
ddmof_10145,0.072251,0.399384,1.62815485848206,0.015295226707988,5,7.57697,0.32594,3
ddmof_10146,0.171599,0.88989,1.73548528469811,0.041084393129665,7,6.98567,0.27922,3
ddmof_10147,0.230657,1.140192,1.82066967668603,0.060024138460224,9,7.16139,0.24848,3
ddmof_10148,0.059746,0.289748,1.85579883208857,0.016043646976464,5,6.77806,0.18886,3
ddmof_10149,0.097466,0.524575,1.67219939951389,0.021762994362199,6,8.98532,0.50204,3
ddmof_1015,0.10758,0.591266,1.63753708144896,0.023042683187646,18,8.71735,0.43274,3
ddmof_10150,0.136026,0.67798,1.80570813298327,0.034910740197947,8,4.3232,0.17108,2
ddmof_10151,0.103013,0.456989,2.02875123908891,0.031648560177228,4,20.97916,0.60138,3
ddmof_10152,0.076454,0.437534,1.5726457829563,0.015033219954058,2,8.59713,0.4242,3
ddmof_10153,0.128682,0.626435,1.8487760102804,0.03434320511967,5,3.95392,0.1104,3
ddmof_10154,0.231499,1.206154,1.72738389956838,0.054955285402861,3,7.11185,0.37616,3
ddmof_10155,0.0937,0.527168,1.59967979847032,0.019117897755688,3,9.62495,0.45452,3
ddmof_10156,0.151002,0.698454,1.945751617143,0.043652775585301,4,5.27351,0.15382,3
ddmof_10157,0.197953,0.910902,1.95583827898061,0.057670229815235,5,4.63313,0.0748,3
ddmof_10158,0.095643,0.566988,1.51817498783043,0.017342163985569,5,12.96712,0.52274,3
ddmof_10159,0.135124,0.566178,2.14793934063139,0.044864142404724,5,3.48815,0,0
ddmof_1016,0.133671,0.675644,1.78058119364636,0.0334928439726,22,3.81754,0.0118,1
ddmof_10160,0.110435,0.635601,1.56374045981677,0.021442575677523,4,7.84547,0.40286,3
ddmof_10161,0.346912,1.579029,1.97729617378782,0.10271083459942,9,5.07021,0.09228,3
ddmof_10162,0.178805,0.845203,1.90397454812631,0.050004809877201,6,5.63219,0.22444,3
ddmof_10163,0.118179,0.710604,1.49677035310806,0.020699663119229,7,11.5367,0.50408,3
ddmof_10164,0.098341,0.533104,1.66021826885561,0.021651264800179,5,5.91314,0.23898,3
ddmof_10165,0.098902,0.564923,1.57564482239172,0.019529023426732,9,8.864,0.45286,3
ddmof_10166,0.13496,0.726929,1.67091971843192,0.030090085635076,7,7.41945,0.34332,3
ddmof_10167,0.088481,0.470409,1.69284388691543,0.020228252775618,1,7.2649,0.26138,3
ddmof_10168,0.156487,0.729421,1.93082321457704,0.044714988438683,5,3.60665,0.13136,0
ddmof_10169,0.210362,1.128343,1.67790999722602,0.047282785200715,8,9.59416,0.38898,3
ddmof_1017,0.078802,0.317199,2.23587716228614,0.027537196567762,30,5.97364,0.17902,3
ddmof_10170,0.175791,0.894497,1.76872476933964,0.043536444370218,5,4.26412,0.16736,2
ddmof_10171,0.080933,0.470232,1.54901623028633,0.015381799677156,7,13.00036,0.53584,3
ddmof_10172,0.097292,0.534213,1.63909901106862,0.020879367976543,6,7.15986,0.36876,3
ddmof_10173,0.251573,1.311888,1.72587675167392,0.059625261043079,1,8.18333,0.40974,3
ddmof_10174,0.10588,0.58412,1.63137711429158,0.022505256222439,5,8.28232,0.41006,3
ddmof_10175,0.147094,0.810087,1.63420225235067,0.031376004041339,5,6.83902,0.28276,3
ddmof_10176,0.194121,0.99795,1.75067788967383,0.047211439839443,2,5.03234,0.17542,3
ddmof_10177,0.108402,0.634455,1.53772607986382,0.02025805519752,2,11.32199,0.57104,3
ddmof_10178,0.157499,0.753213,1.88192582974537,0.043249619629759,2,5.13492,0.15318,3
ddmof_10179,0.208667,1.098745,1.7092255254859,0.048577546124139,7,6.19402,0.29492,3
ddmof_1018,0.047547,0.244724,1.74859433484252,0.011539137069224,32,10.32884,0.5255,3
ddmof_10180,0.16835,0.816573,1.85549852860675,0.045195344416296,4,8.05275,0.35884,3
ddmof_10181,0.168261,0.956217,1.58368759392481,0.033596592199014,6,8.66696,0.4713,3
ddmof_10182,0.167506,0.870654,1.73151906497874,0.039937999583992,10,6.92915,0.27536,3
ddmof_10183,0.159017,0.863966,1.65649226937171,0.034854842955134,6,6.73545,0.35758,3
ddmof_10184,0.11371,0.575759,1.77746244522448,0.028404807303609,4,5.92477,0.24224,3
ddmof_10185,0.141771,0.64524,1.97746419936768,0.041979616532313,5,5.77406,0.23356,3
ddmof_10186,0.184069,0.934799,1.77216813454015,0.045742052711518,8,6.62174,0.27442,3
ddmof_10187,0.111173,0.608571,1.64410890430205,0.024005650529822,1,10.39352,0.4726,3
ddmof_10188,0.297162,1.420163,1.88320495605082,0.081689117175514,9,4.02931,0.0462,2
ddmof_10189,0.23529,1.129695,1.87449709877445,0.064207058141557,4,5.18213,0.12942,3
ddmof_1019,0.128669,0.630594,1.83639711129506,0.033964318575955,58,9.36724,0.43266,3
ddmof_10190,0.152521,0.708063,1.93865376386,0.043849826037845,8,4.99144,0.14806,3
ddmof_10191,0.131744,0.765883,1.54814247084738,0.025006450501555,12,3.15995,0,0
ddmof_10192,0.131427,0.640536,1.84664562179175,0.035009992232005,6,4.56338,0.09846,3
ddmof_10193,0.131955,0.72306,1.6424570575056,0.028435513888204,4,7.48424,0.33258,3
ddmof_10194,0.058355,0.307224,1.70948558706351,0.013588862958029,0,7.27204,0.30894,3
ddmof_10195,0.16742,0.827179,1.82158879758795,0.043604597059555,9,6.50623,0.2404,3
ddmof_10196,0.134591,0.720919,1.68024285668709,0.030333050622703,3,11.31713,0.486,3
ddmof_10197,0.184563,0.924249,1.79720724609927,0.046989400377899,6,7.43978,0.20182,3
ddmof_10198,0.119462,0.637728,1.68591938883035,0.027098378431055,3,7.45395,0.32864,3
ddmof_10199,0.099845,0.56735,1.58386357627567,0.019940820901171,8,7.56449,0.36826,3
ddmof_102,0.076419,0.402843,1.70729291560236,0.01775274797353,18,8.72498,0.4064,3
ddmof_1020,0.073539,0.391348,1.69120833631448,0.016781387323447,20,11.46959,0.59414,3
ddmof_10200,0.101206,0.453231,2.00969042276455,0.030678490057755,4,4.27288,0.1355,3
ddmof_10201,0.119266,0.629172,1.70604222692682,0.027668492667263,5,5.93631,0.22634,3
ddmof_10202,0.090872,0.488789,1.67321277688328,0.020314542125043,0,10.32949,0.55446,3
ddmof_10203,0.081499,0.449945,1.63017924412984,0.017296969546398,4,10.93415,0.44184,3
ddmof_10204,0.211488,1.080872,1.76097817317869,0.051974016251261,4,8.19616,0.38724,3
ddmof_10205,0.148999,0.731512,1.83317703605682,0.039217193626743,2,5.28215,0.14604,3
ddmof_10206,0.125302,0.582819,1.934936918666,0.035919924758071,7,6.01031,0.14964,3
ddmof_10207,0.103579,0.478783,1.94704281480337,0.029973225081434,5,4.44244,0.11772,3
ddmof_10208,0.172608,0.76161,2.03972111710718,0.053434395289889,6,3.1638,0,0
ddmof_10209,0.150315,0.744603,1.81685408197388,0.038979693161086,8,7.35694,0.25604,3
ddmof_1021,0.19318,1.043752,1.66574052073673,0.042810107969361,15,10.411,0.42324,3
ddmof_10210,0.125561,0.657536,1.71861160453572,0.029529152204796,2,6.75342,0.28904,3
ddmof_10211,0.101141,0.534298,1.70367285672041,0.023402632077562,6,5.13443,0.2036,3
ddmof_10212,0.101345,0.568537,1.60430191878453,0.020804720101209,3,9.88079,0.54746,3
ddmof_10213,0.166584,0.629593,2.38130983031895,0.062771500683391,3,6.71028,0.27274,3
ddmof_10214,0.161589,0.787647,1.84638676970775,0.043034815465454,4,7.68529,0.28692,3
ddmof_10215,0.086811,0.499184,1.56515232860028,0.016889654017551,6,9.44369,0.49444,3
ddmof_10216,0.283675,1.397697,1.82662980603092,0.074223716925903,7,5.27261,0.17056,3
ddmof_10217,0.119012,0.609167,1.75831586412265,0.029169471604808,8,6.09556,0.24236,3
ddmof_10218,0.202349,0.97349,1.8707341626519,0.055041371817488,0,5.61008,0.2086,3
ddmof_10219,0.178274,0.933703,1.71839010906038,0.041916097401044,4,6.46897,0.29318,3
ddmof_1022,0.066879,0.322319,1.86743877959413,0.018140686193745,29,8.81451,0.44052,3
ddmof_10220,0.141503,0.698076,1.82433861069568,0.036947204453378,5,6.59891,0.24942,3
ddmof_10221,0.083447,0.477404,1.57313931177787,0.016419631198569,4,10.43904,0.50768,3
ddmof_10222,0.147969,0.757579,1.75786419634124,0.036250232910966,9,5.10938,0.15932,3
ddmof_10223,0.379214,1.7677,1.93071561916615,0.108348383195741,8,4.42446,0.11886,1
ddmof_10224,0.145111,0.767465,1.70170496374428,0.033503846674696,5,9.93411,0.4685,3
ddmof_10225,0.20475,0.935681,1.96942120231147,0.060265830216867,8,5.2141,0.1668,3
ddmof_10226,0.169578,0.835584,1.82650936351103,0.044365319057283,7,5.15115,0.08138,2
ddmof_10227,0.084978,0.364759,2.09673236301229,0.027324080932467,0,3.33047,0,0
ddmof_10228,0.076279,0.352047,1.95005496425193,0.022124483866417,2,6.73783,0.32554,3
ddmof_10229,0.154103,0.71197,1.94801325898563,0.044626981881879,3,4.58246,0.10562,3
ddmof_1023,0.13956,0.661743,1.89807825696683,0.038841517783183,17,7.92323,0.34754,3
ddmof_10230,0.169858,0.964823,1.58445849653252,0.033951364429413,7,8.73041,0.39204,3
ddmof_10231,0.116449,0.597243,1.75479829818014,0.028440013742672,7,5.39184,0.16614,3
ddmof_10232,0.153463,0.71532,1.93083794665325,0.043851411602805,13,4.53106,0.07752,3
ddmof_10233,0.113517,0.638563,1.59992514442584,0.023168781538862,4,10.5795,0.50952,3
ddmof_10234,0.184226,0.910826,1.82036305507309,0.047927870058749,6,7.58191,0.28104,3
ddmof_10235,0.116776,0.619277,1.69711453840527,0.026824749705318,9,9.46722,0.45416,3
ddmof_10236,0.101276,0.525862,1.73331406338545,0.024192533456271,3,5.85554,0.27476,3
ddmof_10237,0.127493,0.68741,1.6692177885105,0.028368850451006,2,8.195,0.35702,3
ddmof_10238,0.128384,0.718549,1.60804064858486,0.026485236974019,6,6.61793,0.36792,3
ddmof_10239,0.129618,0.56384,2.06895927922815,0.040927135356536,6,18.56921,0.64938,3
ddmof_1024,0.104928,0.548139,1.72283307701149,0.024788526623476,20,6.3347,0.20746,3
ddmof_10240,0.155303,0.807893,1.73008925686941,0.036972753707873,5,7.02755,0.29444,3
ddmof_10241,0.081556,0.364168,2.0155642450737,0.024825372830425,4,12.17525,0.3756,3
ddmof_10242,0.173675,1.00714,1.55199376452132,0.033152815896028,6,8.30236,0.468,3
ddmof_10243,0.120475,0.458793,2.36332071326284,0.045000142625958,12,9.32585,0.37946,3
ddmof_10244,0.151938,0.856675,1.59622027023083,0.030857517123207,4,8.28566,0.4253,3
ddmof_10245,0.184528,0.943558,1.76009529885815,0.045308300768305,9,6.25322,0.2239,2
ddmof_10246,0.118996,0.629013,1.70261027991472,0.027501790434241,3,5.93586,0.21208,3
ddmof_10247,0.082528,0.460761,1.61201143325933,0.017113676020186,7,9.3715,0.3844,3
ddmof_10248,0.154224,0.755362,1.8375507372624,0.040752047876558,7,4.90452,0.1203,3
ddmof_10249,0.096071,0.517368,1.67122628380572,0.021427220202821,2,9.16037,0.4862,3
ddmof_1025,0.142933,0.746826,1.7224855588852,0.033754426877071,21,5.87472,0.19898,3
ddmof_10250,0.164536,0.826503,1.79167407740807,0.041670224503116,7,5.90232,0.17036,3
ddmof_10251,0.122473,0.67719,1.62769237584725,0.025911897879151,3,10.339,0.5046,3
ddmof_10252,0.129899,0.653544,1.78884818772722,0.032809043170136,10,5.39113,0.2084,3
ddmof_10253,0.204597,1.042322,1.76660667241025,0.050564075249671,10,5.92534,0.22956,3
ddmof_10254,0.179651,0.802316,2.01523963126748,0.054672595140134,4,4.55481,0.15954,3
ddmof_10255,0.199549,0.888407,2.02152954670551,0.06099815695201,13,4.8179,0.15444,3
ddmof_10256,0.081519,0.479548,1.52992192648077,0.015054054129872,5,8.40611,0.43336,3
ddmof_10257,0.203527,0.939869,1.94893437276897,0.0589815578171,8,5.00597,0.0897,3
ddmof_10258,0.084697,0.512371,1.48773642536365,0.014612434308416,4,8.23329,0.39608,3
