MOF_no,propane_avg(mol/kg),propylene_avg(mol/kg),C3H8/C3H6 Selectivity (1Bar),TSN,oms,Df,AV_Volume_fraction_1.9,channel_dimentionality
ddmof_19648,0.957139,3.913769,1.38582212355064,0.13563376548125,8,8.2149,0.35992,3
ddmof_19649,0.201878,0.709801,1.61168458953049,0.041845282606512,4,23.39435,0.73184,3
ddmof_1965,0.573051,2.375566,1.36695381227042,0.077793874067349,22,9.58195,0.36628,3
ddmof_19650,0.281403,0.981378,1.62487543026235,0.059325400654054,0,17.43499,0.7534,3
ddmof_19651,0.472431,1.824087,1.46764326482235,0.078716692217615,0,9.86903,0.40546,3
ddmof_19652,0.529676,1.997823,1.50238401166336,0.093636628164294,4,17.32907,0.50628,3
ddmof_19653,0.17426,0.58229,1.69584456771254,0.039972812127243,4,20.35669,0.71798,3
ddmof_19654,0.27322,1.109668,1.39523413008816,0.039520478309536,4,16.32344,0.65018,3
ddmof_19655,0.549791,2.36415,1.31780231090808,0.065892596931505,3,5.89522,0.16838,3
ddmof_19656,0.696914,2.7072,1.45876896178093,0.114284497598141,7,8.28984,0.3907,3
ddmof_19657,0.670129,2.768569,1.37161026749439,0.091962290164203,8,5.45563,0.12656,3
ddmof_19658,0.411438,1.429518,1.63095672807198,0.087406892075721,13,9.47778,0.39066,3
ddmof_19659,0.783936,3.128319,1.42002909549825,0.119391291404989,0,17.68221,0.50436,3
ddmof_1966,0.488829,2.076719,1.3338496927124,0.061155877433111,19,9.85762,0.48904,3
ddmof_19660,0.924737,3.833821,1.36682863736552,0.125499821416953,8,5.58545,0.14064,3
ddmof_19661,0.358509,1.410143,1.44067020153275,0.056846826654083,6,8.06596,0.42134,3
ddmof_19662,0.203447,0.661062,1.74396097995851,0.04913992995156,2,20.4701,0.63316,3
ddmof_19663,0.487341,1.95195,1.41478982555906,0.07343835484999,0,31.5499,0.72246,3
ddmof_19664,0.184483,0.602384,1.73544394716106,0.044167184063665,2,19.94073,0.56356,3
ddmof_19665,0.290157,1.12773,1.45799349134988,0.0475148293482,8,12.95951,0.65004,3
ddmof_19666,0.574807,2.355508,1.38281834180426,0.080912782897599,8,7.40069,0.27796,3
ddmof_19667,0.518713,2.108041,1.39436266498928,0.074889576193215,6,5.66806,0.192,3
ddmof_19668,0.340703,1.276967,1.51190307449866,0.061164348400419,0,28.68784,0.71828,3
ddmof_19669,0.328117,1.390381,1.33728069260632,0.041415772442438,8,12.73331,0.53194,3
ddmof_1967,0.438203,1.764528,1.40726037406793,0.065018133006388,23,9.90328,0.41322,3
ddmof_19670,0.180656,0.687279,1.48952220762359,0.031261975687505,14,11.50594,0.5005,3
ddmof_19671,0.435643,1.812163,1.36226358592834,0.058489929228494,6,13.17632,0.53228,3
ddmof_19672,0.230977,0.903421,1.44879260794986,0.037188734011442,1,29.17393,0.82818,3
ddmof_19673,0.467575,1.854307,1.42888511269529,0.072472867885516,0,11.37244,0.489,3
ddmof_19674,0.940792,3.915127,1.36168115789518,0.126137090063353,8,6.16992,0.19982,3
ddmof_19675,0.749671,3.012481,1.41017840997725,0.111906434797206,8,8.99679,0.38922,3
ddmof_19676,0.485976,1.983384,1.38846738705162,0.069268921228061,14,7.92101,0.37128,3
ddmof_19677,0.211463,0.731841,1.63736430909628,0.045283811697854,4,19.52051,0.70612,3
ddmof_19678,0.325415,1.264809,1.45794213460952,0.053283545583651,0,4.3407,0.0483,2
ddmof_19679,0.852545,3.525753,1.37022880880576,0.116622268528868,4,5.29456,0.16532,3
ddmof_1968,0.44196,1.821053,1.37527024199735,0.061161980747475,19,8.51354,0.42574,3
ddmof_19680,0.448676,1.702671,1.49324052229311,0.078127847306633,0,23.43418,0.65518,3
ddmof_19681,0.203681,0.835524,1.38139937731691,0.02858036636229,4,19.40893,0.75494,3
ddmof_19682,0.586369,2.418337,1.37398454668091,0.08090827834991,27,11.45205,0.43298,3
ddmof_19683,0.318137,1.162972,1.55014594791047,0.060564564470288,0,8.86198,0.38788,3
ddmof_19684,0.358159,1.287324,1.57657875303084,0.070813646450991,6,9.1966,0.46452,3
ddmof_19685,0.4726,1.920133,1.39472977479511,0.068286008193867,8,14.33667,0.5631,3
ddmof_19686,0.421041,1.544684,1.54458711296291,0.079497764674575,8,10.96015,0.49452,3
ddmof_19687,0.227934,0.973096,1.32733666565272,0.028031572060432,0,11.15778,0.49286,3
ddmof_19688,0.163808,0.525956,1.76487260024286,0.040413622191272,4,19.53689,0.69778,3
ddmof_19689,0.255012,0.82525,1.75106694940927,0.06204512113718,2,23.25591,0.5686,3
ddmof_1969,0.509246,2.041368,1.41362426242272,0.07655698331523,21,5.73706,0.17534,3
ddmof_19690,0.172997,0.624473,1.56982981383236,0.03388190754404,14,12.33387,0.55774,3
ddmof_19691,0.556861,2.225421,1.41795447543034,0.084454813189237,0,21.88912,0.60468,3
ddmof_19692,0.369895,1.331426,1.57430579443895,0.07290227039947,7,8.44022,0.45682,3
ddmof_19693,0.249795,0.912621,1.55103268498095,0.047616160159543,4,19.60941,0.64898,3
ddmof_19694,0.650573,2.532647,1.45562343798142,0.106075302996387,8,8.05874,0.3316,3
ddmof_19695,0.347415,1.388282,1.41807284110865,0.052702348102639,4,17.4966,0.65436,3
ddmof_19696,0.451197,1.828302,1.39844675551413,0.065715009244047,14,6.66817,0.2617,3
ddmof_19697,0.532043,1.809982,1.66571288185923,0.117900805620373,14,8.54964,0.3802,3
ddmof_19698,0.606468,2.341884,1.46747319679369,0.101019482505161,0,16.64051,0.5184,3
ddmof_19699,0.269725,0.960577,1.59117037641612,0.054408032786771,8,10.7896,0.56952,3
ddmof_197,0.806066,3.315658,1.37761715271398,0.11214678696879,13,9.83223,0.4116,3
ddmof_1970,0.400567,1.705905,1.33060145006121,0.049689532169766,19,8.9273,0.50998,3
ddmof_19700,0.775246,3.347548,1.31232193434319,0.091510338442821,0,10.73767,0.37014,3
ddmof_19701,0.652674,2.764574,1.33781407189679,0.08249522613134,0,20.02835,0.59004,3
ddmof_19702,0.138079,0.514979,1.51937781281696,0.025084229263611,4,26.26327,0.71946,3
ddmof_19703,0.228711,0.776211,1.66968646411865,0.050919056657529,4,17.78079,0.64828,3
ddmof_19704,0.350961,1.315118,1.51224376823981,0.063040247782345,8,9.34468,0.494,3
ddmof_19705,0.711939,2.965836,1.36026435716607,0.095131651710378,8,10.07896,0.41476,3
ddmof_19706,0.862347,3.535857,1.38202223675901,0.121172715350901,0,10.50921,0.36808,3
ddmof_19707,0.414066,1.710782,1.37152132767354,0.056810917459793,8,8.4175,0.48188,3
ddmof_19708,0.346428,1.537856,1.27651223521578,0.03673002240209,4,15.371,0.57834,3
ddmof_19709,0.676749,2.828312,1.35590097556422,0.089485148639368,5,5.50107,0.13466,3
ddmof_1971,0.377004,1.637015,1.30503141388442,0.043589566613117,20,10.90133,0.45582,3
ddmof_19710,1.171038,4.776391,1.38930878983735,0.167222801719388,8,6.36947,0.23518,3
ddmof_19711,0.197089,0.585186,1.90851740586184,0.055322118601907,14,11.89618,0.50538,3
ddmof_19712,0.250123,0.99507,1.42438588909993,0.038425811856947,4,16.56977,0.69854,3
ddmof_19713,0.223308,0.874927,1.44630580608439,0.035787369031493,4,16.11461,0.54886,3
ddmof_19714,0.240207,0.915126,1.48741594053715,0.041419477068834,0,25.24108,0.83282,3
ddmof_19715,0.456413,1.935311,1.33639520125361,0.057478328936001,14,7.21667,0.26726,3
ddmof_19716,0.191887,0.71319,1.52464233467472,0.035147553149106,4,23.20545,0.73472,3
ddmof_19717,0.637561,2.651477,1.36257854270155,0.085663681358521,8,8.16524,0.41766,3
ddmof_19718,0.155536,0.570728,1.5442919686202,0.029354217952647,4,17.22575,0.51258,3
ddmof_19719,0.165211,0.562587,1.66409047252543,0.036540862463633,4,20.45237,0.67132,3
ddmof_1972,0.245053,1.132202,1.22648932493201,0.021727323458169,18,10.90312,0.59808,3
ddmof_19720,0.891293,3.642386,1.38663511591944,0.126529910059556,8,5.88286,0.16032,3
ddmof_19721,0.183333,0.77671,1.33754811963281,0.023156684008271,4,17.54232,0.66774,3
ddmof_19722,0.189051,0.808052,1.32576740110785,0.023152572352811,4,16.90561,0.71248,3
ddmof_19723,0.247512,0.934758,1.50046108190569,0.043617736715037,14,11.38276,0.48014,3
ddmof_19724,0.252498,0.931199,1.5365373029825,0.047101761739168,4,25.59154,0.78888,3
ddmof_19725,0.371857,1.53999,1.36831386350994,0.050641615950658,14,11.73049,0.49856,3
ddmof_19726,0.185629,0.653542,1.6095333837254,0.038369512243801,4,19.08697,0.67042,3
ddmof_19727,0.306619,1.239795,1.40144755114085,0.044943246871873,12,4.91248,0.12214,2
ddmof_19728,0.385579,1.296803,1.68487246456607,0.087359489934263,14,10.15943,0.46398,3
ddmof_19729,0.222079,0.775542,1.6226686197094,0.04668763209442,7,20.69915,0.69342,3
ddmof_1973,0.62865,2.604575,1.36772794025897,0.085496223273398,14,8.4471,0.403,3
ddmof_19730,0.211298,0.789447,1.51670135339463,0.038223823899315,4,25.17241,0.826,3
ddmof_19731,0.263989,1.112665,1.34446366756092,0.033935540560591,4,16.08109,0.62884,3
ddmof_19732,0.276886,1.163387,1.34866615035811,0.03596872560678,4,18.77247,0.77378,3
ddmof_19733,0.310771,1.103373,1.59604745327887,0.063100746168929,14,10.17687,0.43524,3
ddmof_19734,0.661995,2.713958,1.38222662251958,0.093062762912478,4,7.31799,0.3002,3
ddmof_19735,0.20628,0.643887,1.81541171043988,0.053421390345565,2,19.70183,0.6233,3
ddmof_19736,0.490484,2.035619,1.36538779277131,0.066340911619234,14,9.34398,0.3855,3
ddmof_19737,0.781586,3.077857,1.43898411567962,0.123534356796452,7,7.88174,0.34608,3
ddmof_19738,0.405211,1.637061,1.40263292978494,0.059543337610667,4,15.35872,0.57634,3
ddmof_19739,0.503265,1.812116,1.57375962686715,0.099112203751658,7,8.28967,0.34668,3
ddmof_1974,0.663686,2.706731,1.38945736880885,0.094804376887508,19,7.34265,0.30118,3
ddmof_19740,0.417607,1.516488,1.56047371734341,0.080705249803395,0,19.08093,0.57204,3
ddmof_19741,0.376161,1.638804,1.30069184600477,0.042947963127002,8,9.36668,0.48116,3
ddmof_19742,0.268471,0.897992,1.6941528061126,0.061467127961527,8,14.58502,0.7158,3
ddmof_19743,0.405051,1.715773,1.33775796681729,0.051189351396901,14,10.08996,0.47342,3
ddmof_19744,0.887965,3.370609,1.49284644604778,0.154519352511215,8,5.95756,0.15168,3
ddmof_19745,1.12034,4.380965,1.44913126065452,0.180495428795706,8,6.10011,0.27714,3
ddmof_19746,0.162562,0.615009,1.49783932701256,0.028523978582974,4,29.85762,0.78288,3
ddmof_19747,0.359069,1.458516,1.39506480102607,0.051919359841438,7,13.20692,0.54818,3
ddmof_19748,0.320446,1.165514,1.55799129539986,0.061706692613652,14,9.66291,0.40318,3
ddmof_19749,0.184931,0.611004,1.71511534021599,0.043328100057662,4,20.67143,0.70212,3
ddmof_1975,0.385005,1.59295,1.36959414922,0.052588561406808,18,7.02656,0.26682,3
ddmof_19750,0.47113,1.613938,1.65417548051206,0.102980339353506,14,10.08339,0.38346,3
ddmof_19751,0.318039,1.34624,1.33870706560494,0.04029094740828,0,13.1318,0.53638,3
ddmof_19752,0.572855,2.174661,1.49272844518448,0.099665776190801,0,27.87646,0.68452,3
ddmof_19753,0.76641,3.092614,1.40431039890526,0.113017203518895,8,5.40535,0.12188,3
ddmof_19754,0.383742,1.571876,1.38340301652293,0.054087943068157,14,9.60332,0.40772,3
ddmof_19755,0.748832,3.203458,1.3246252435129,0.091427165730883,7,5.65925,0.17882,3
ddmof_19756,0.176926,0.75764,1.32329426464636,0.021524185570528,14,17.20988,0.65374,3
ddmof_19757,0.99208,3.960195,1.41957319441761,0.150952700339952,8,6.00689,0.19954,3
ddmof_19758,0.280192,1.029596,1.54211425322813,0.052708752718624,14,11.5342,0.52286,3
ddmof_19759,0.266679,0.895717,1.68711881096373,0.060574979523996,14,10.29958,0.48656,3
ddmof_1976,0.401146,1.674535,1.35748770056563,0.05324647669731,19,8.39349,0.403,3
ddmof_19760,0.292358,1.163973,1.42331079271885,0.044818406131706,8,10.27491,0.51984,3
ddmof_19761,0.283715,0.847666,1.89664128717364,0.078868571102293,0,31.04129,0.7773,3
ddmof_19762,0.295377,1.201015,1.39365703176064,0.042580340343396,4,16.4874,0.63066,3
ddmof_19763,0.425999,1.705661,1.41528377170688,0.064259191606616,0,31.55275,0.72878,3
ddmof_19764,0.444732,1.85149,1.3611458879065,0.059551694132542,8,7.89967,0.40596,3
ddmof_19765,0.304281,1.390514,1.24001556259052,0.028428102287243,4,16.64611,0.63244,3
ddmof_19766,0.337688,1.337744,1.43044209754133,0.052500448862998,14,7.16443,0.2876,3
ddmof_19767,0.123121,0.530002,1.31638308283113,0.014698467226395,4,20.47267,0.74906,3
ddmof_19768,0.321772,1.354962,1.34570169987547,0.041492113597191,0,18.64776,0.56152,3
ddmof_19769,0.240399,0.750163,1.815953332809,0.062288506840504,4,19.8532,0.65464,3
ddmof_1977,0.85577,3.600285,1.3469387377203,0.110692003885425,53,8.54886,0.28328,3
ddmof_19770,1.106037,4.570963,1.37116467580245,0.151626187997365,8,8.45779,0.2614,3
ddmof_19771,0.193539,0.825305,1.32886750958736,0.023898521481446,4,20.19077,0.71704,3
ddmof_19772,0.242524,1.015482,1.35335010041209,0.031870117522912,4,17.88392,0.67918,3
ddmof_19773,0.21254,0.736126,1.63612388821117,0.04544449208747,2,26.81114,0.74764,3
ddmof_19774,0.146794,0.550806,1.51020988636047,0.026281602735058,4,19.64929,0.7245,3
ddmof_19775,0.259057,0.945899,1.55195181162753,0.049448342202315,7,14.40511,0.67726,3
ddmof_19776,0.961426,3.909254,1.39363691043526,0.138589211876363,8,6.34455,0.2579,3
ddmof_19777,0.169614,0.63353,1.51712783924992,0.030703895651108,4,19.54428,0.7554,3
ddmof_19778,0.788261,3.197233,1.39708689774356,0.114473958068547,8,4.97623,0.11608,3
ddmof_19779,0.419352,1.632809,1.45536189474703,0.068342214686052,0,13.45431,0.52928,3
ddmof_1978,0.488809,2.09667,1.32110330508219,0.059114986036837,22,10.36473,0.52182,3
ddmof_19780,0.378679,1.497802,1.43266444207356,0.059128636328981,0,17.2799,0.69474,3
ddmof_19781,0.467688,2.017423,1.31367194683515,0.055414913330722,16,6.36868,0.13558,2
ddmof_19782,0.393422,1.264203,1.76347574980706,0.096927178243876,14,10.76209,0.42372,3
ddmof_19783,0.589536,2.439966,1.36916006206644,0.080444676473433,4,10.96825,0.34828,3
ddmof_19784,0.428463,1.773926,1.36869125318644,0.058401859952315,14,7.37367,0.3373,3
ddmof_19785,0.176364,0.684281,1.46050526026589,0.029012429225707,4,20.90017,0.75688,3
ddmof_19786,0.496454,2.044685,1.3758790881399,0.068798729313797,8,12.23775,0.51264,3
ddmof_19787,0.775112,3.168862,1.38608160700382,0.109902200787592,0,12.14972,0.34044,3
ddmof_19788,0.736436,2.905456,1.4363106284636,0.115803363698801,8,9.71575,0.32256,3
ddmof_19789,0.398923,1.493001,1.51410726896142,0.071868629065714,0,25.36423,0.68638,3
ddmof_1979,0.311417,1.338579,1.31833558821208,0.03737812934655,19,10.23518,0.54222,3
ddmof_19790,0.315668,1.261947,1.4174805545188,0.047829103018284,8,10.61272,0.5009,3
ddmof_19791,0.200004,0.677993,1.67163377792986,0.04462912019411,4,23.65802,0.7664,3
ddmof_19792,0.574868,2.266264,1.43742535438649,0.090590746815319,13,7.13418,0.23696,3
ddmof_19793,0.813069,3.275321,1.40669906857984,0.120497801400215,8,8.55549,0.35052,3
ddmof_19794,0.202505,0.805512,1.42459495741011,0.031123277514698,4,16.52573,0.6843,3
ddmof_19795,0.578079,2.276361,1.4390428407445,0.091379099838539,8,9.03675,0.36502,3
ddmof_19796,0.545234,2.134285,1.44763203289782,0.087596304578382,14,7.54968,0.35214,3
ddmof_19797,1.21266,5.052374,1.36010121182636,0.161976484816534,8,8.32346,0.31658,3
ddmof_19798,0.386042,1.366965,1.60031261468533,0.078831640457038,8,9.94318,0.4679,3
ddmof_19799,0.334547,1.166617,1.62501175050024,0.070541411419246,14,11.5883,0.5377,3
ddmof_198,0.666454,2.823661,1.33747382092492,0.084163336730486,12,8.76988,0.41972,3
ddmof_1980,0.233434,1.009965,1.30974109663866,0.027355069474899,20,12.40547,0.58232,3
ddmof_19800,0.191735,0.602811,1.80238637538687,0.049054996302354,0,21.42474,0.66508,3
ddmof_19801,0.295356,1.001071,1.67189340216628,0.065925994510012,14,10.0403,0.4156,3
ddmof_19802,0.831579,3.312837,1.42243068403305,0.12725745919548,14,7.21419,0.27636,3
ddmof_19803,0.535875,2.185437,1.38948182903465,0.07655128260038,0,18.65638,0.55044,3
ddmof_19804,0.50378,1.828136,1.56156507685059,0.097511701023703,14,9.31652,0.42252,3
ddmof_19805,0.416108,1.598194,1.47538116982878,0.070282403955069,0,30.72709,0.73346,3
ddmof_19806,0.25512,1.06222,1.36099866317712,0.03414977607284,4,17.08638,0.6571,3
ddmof_19807,0.284777,1.116272,1.44564795438149,0.045582131665764,7,8.32817,0.4187,3
ddmof_19808,0.347278,1.219262,1.6140162382381,0.072201839606866,8,11.9052,0.56404,3
ddmof_19809,0.474244,1.846848,1.45511848656016,0.077253569007894,0,26.92193,0.6795,3
ddmof_1981,0.307185,1.322648,1.316083341902,0.036642068818171,20,12.05341,0.58602,3
ddmof_19810,0.386496,1.533527,1.42817439797278,0.059822331476728,14,9.13546,0.3885,3
ddmof_19811,0.559966,2.38165,1.33232870768865,0.069778139226167,8,11.41275,0.48184,3
ddmof_19812,0.614314,2.448034,1.42200339810095,0.093929000204089,14,6.24461,0.27126,3
ddmof_19813,0.213915,0.737492,1.64365850748212,0.04616533669459,14,10.31422,0.41188,3
ddmof_19814,0.32237,1.363833,1.33943329816285,0.04091555218526,4,16.06845,0.57382,3
ddmof_19815,0.712264,2.844797,1.41878758542935,0.108205280523912,7,7.97426,0.3301,3
ddmof_19816,0.264707,0.908172,1.65167648125392,0.057686268944234,2,19.68675,0.51856,3
ddmof_19817,0.679488,2.657646,1.44881297208131,0.109405943246325,13,8.90302,0.34664,3
ddmof_19818,1.215116,4.912945,1.40153356761237,0.178140263181109,8,6.21665,0.24414,3
ddmof_19819,0.51478,2.024363,1.44098991468757,0.081675479336977,6,11.32903,0.49862,3
ddmof_1982,0.530944,2.294523,1.31124537285818,0.062483597056007,118,9.75319,0.42722,3
ddmof_19820,0.596552,2.361494,1.43149266241343,0.09293631483916,8,15.05711,0.5936,3
ddmof_19821,0.249808,1.090538,1.29805533293353,0.028301549147911,4,17.84413,0.70442,3
ddmof_19822,0.276143,1.046922,1.49467709469601,0.048200036931598,14,10.35852,0.45868,3
ddmof_19823,0.146248,0.536294,1.54530661664435,0.027643016602963,4,19.99851,0.73856,3
ddmof_19824,0.295918,1.232247,1.3608218698578,0.039594207244814,4,17.71559,0.67582,3
ddmof_19825,0.257128,0.882976,1.65016791698378,0.055932575373403,0,12.57676,0.6011,3
ddmof_19826,0.483812,1.723865,1.59038053057132,0.097488626222929,0,24.51385,0.67108,3
ddmof_19827,0.425672,1.64952,1.4623292432546,0.070255105468216,7,8.26885,0.355,3
ddmof_19828,0.382614,1.557788,1.39181069567874,0.054935783012989,14,7.46724,0.32148,3
ddmof_19829,0.406514,1.644019,1.40118778027099,0.059552813642176,0,20.91508,0.59144,3
ddmof_1983,0.507493,2.139472,1.34416045952771,0.065188042129338,21,8.89171,0.41738,3
ddmof_19830,0.198029,0.641371,1.74963372733306,0.048110579566594,2,18.61073,0.51134,3
ddmof_19831,0.54535,2.301099,1.34297423390592,0.069841709529311,4,10.55401,0.33942,3
ddmof_19832,0.282441,1.174084,1.36318951625267,0.038004198261524,4,17.09138,0.6623,3
ddmof_19833,0.703179,3.034305,1.31321043863422,0.083210213200169,8,5.25775,0.08858,3
ddmof_19834,0.40747,1.486284,1.55353665024091,0.077957772976062,8,8.71924,0.43506,3
ddmof_19835,0.439384,1.793612,1.38817239551624,0.06258735262096,23,3.74778,0.05988,1
ddmof_19836,0.437135,1.890061,1.31059173927896,0.05134912337393,16,4.18848,0.06196,2
ddmof_19837,0.153106,0.550211,1.57685082026108,0.03028292888298,18,12.28911,0.56504,3
ddmof_19838,0.590647,2.33557,1.43305474323898,0.092296142767635,6,9.29346,0.35064,3
ddmof_19839,0.592555,2.381733,1.40981867684861,0.088387435334374,8,8.3001,0.38692,3
ddmof_1984,0.463664,1.976356,1.32943120234074,0.057339410854411,12,7.30586,0.34752,3
ddmof_19840,0.258741,0.873936,1.67769607843137,0.058142541207504,4,17.34917,0.55364,3
ddmof_19841,0.351309,1.543931,1.28940412492527,0.038780668602486,8,10.93827,0.4927,3
ddmof_19842,0.164949,0.663683,1.4083696584062,0.024530664376393,4,23.72664,0.81688,3
ddmof_19843,0.606404,2.343972,1.46601125496948,0.100746326007394,32,7.35918,0.32098,3
ddmof_19844,0.82704,3.274232,1.43134634320354,0.128807123824243,8,7.01201,0.27492,3
ddmof_19845,0.208593,0.862783,1.37001656268146,0.028520048459973,4,17.17681,0.66274,3
ddmof_19846,0.389507,1.444265,1.52825577946799,0.071745649622078,4,20.61161,0.69994,3
ddmof_19847,0.503159,2.005969,1.42137507276201,0.076836754153101,0,23.09299,0.63578,3
ddmof_19848,0.26682,0.908063,1.66506068411553,0.059081970276424,0,26.80097,0.69664,3
ddmof_19849,0.223538,0.904272,1.40081229246657,0.0327214799512,4,17.06096,0.68952,3
ddmof_1985,0.217076,0.970061,1.26806183666113,0.022389312482891,19,12.44649,0.62612,3
ddmof_19850,0.709626,2.868501,1.40185204746312,0.104103681381658,5,9.27973,0.386,3
ddmof_19851,1.009605,4.020707,1.42290771249932,0.154647995881532,4,6.92086,0.29086,3
ddmof_19852,0.251378,1.073449,1.32700792802763,0.030887699083436,4,17.56486,0.68168,3
ddmof_19853,0.257768,1.038469,1.40657577003583,0.038191714182453,0,18.20883,0.5177,3
ddmof_19854,0.25363,0.856533,1.67796998675669,0.057012013727622,14,13.40751,0.57676,3
ddmof_19855,0.231218,0.7789,1.68216116745838,0.052224655454864,2,28.71067,0.76996,3
ddmof_19856,0.462283,2.096269,1.24965052990178,0.044743714057429,14,6.68556,0.18464,3
ddmof_19857,0.521491,2.107012,1.40251487256203,0.076610926202945,8,9.31225,0.42644,3
ddmof_19858,0.3555,1.431694,1.40707441673989,0.052726717254459,14,9.13828,0.39256,3
ddmof_19859,0.26697,0.886598,1.70633139258153,0.061953960791354,14,10.6723,0.50596,3
ddmof_1986,0.731804,2.922814,1.41880028401853,0.111176590683883,21,6.98698,0.30172,3
ddmof_19860,0.238118,0.882318,1.52930727167907,0.043931521726611,4,19.72575,0.66026,3
ddmof_19861,1.224511,4.993101,1.38969663675272,0.17500712003958,6,5.15797,0.23292,3
ddmof_19862,0.372585,1.313335,1.60759821370785,0.076818649408173,7,8.51704,0.4162,3
ddmof_19863,0.510798,2.029135,1.42648074179392,0.078798719746417,13,9.75269,0.41168,3
ddmof_19864,0.299362,1.191972,1.423174929165,0.045879706580975,4,16.52744,0.62302,3
ddmof_19865,0.483888,1.980849,1.38427108780124,0.068335218969209,8,10.28578,0.47006,3
ddmof_19866,0.459227,1.80619,1.44076001601899,0.072829566476875,12,5.83157,0.19302,3
ddmof_19867,0.400656,1.525936,1.48786318692265,0.069138400720561,14,10.41355,0.39994,3
ddmof_19868,0.397982,1.665785,1.35385498928933,0.052363347314485,4,15.0544,0.56628,3
ddmof_19869,0.386374,1.602093,1.3666202066089,0.052410797696389,14,9.97848,0.48426,3
ddmof_1987,0.228569,0.970925,1.33401069426921,0.028607538595353,20,7.37876,0.22608,3
ddmof_19870,0.483845,1.823366,1.50369609465863,0.085718014937493,8,7.36381,0.41678,3
ddmof_19871,0.347723,1.21137,1.62661311848018,0.07346840039871,4,17.89915,0.6183,3
ddmof_19872,0.181214,0.744018,1.38018076623594,0.025358357034507,0,13.02833,0.62916,3
ddmof_19873,0.699045,2.891603,1.36991661718431,0.09555535071093,0,5.72718,0.1483,2
ddmof_19874,0.323975,1.364895,1.3450546256916,0.041708516350357,4,15.81335,0.62562,3
ddmof_19875,0.9703,3.927723,1.39988656701775,0.141753888636966,6,4.63933,0.17202,3
ddmof_19876,0.52776,1.951679,1.53234215257735,0.097823349868927,6,6.96314,0.34574,3
ddmof_19877,0.761248,3.056171,1.41148471949595,0.113940693363052,7,7.39966,0.27074,3
ddmof_19878,0.23432,0.75751,1.75286574874699,0.057115184824408,4,19.50215,0.67762,3
ddmof_19879,0.237863,1.009998,1.33454752715682,0.029812331922263,4,18.32949,0.73998,3
ddmof_1988,0.56257,2.360345,1.35060623199857,0.073431558505205,20,6.23871,0.25524,3
ddmof_19880,0.776829,3.105687,1.41740973897241,0.117686029764214,0,5.66295,0.1435,3
ddmof_19881,0.68221,2.716421,1.42314341799989,0.104547774162245,0,5.84535,0.25692,3
ddmof_19882,0.570432,2.300908,1.40485756058043,0.084214184202751,7,7.21331,0.26468,3
ddmof_19883,0.985318,3.998373,1.39643516667071,0.142891582142893,8,6.16671,0.25556,3
ddmof_19884,0.212439,0.901968,1.3346604314122,0.026633644228467,4,16.12593,0.65646,3
ddmof_19885,0.536147,2.120369,1.43284793039954,0.083746215406267,8,15.495,0.60302,3
ddmof_19886,0.232543,0.823127,1.60089957766744,0.047523438592497,14,16.64783,0.6427,3
ddmof_19887,0.164224,0.587611,1.58370531978923,0.032791324650649,4,20.32312,0.75412,3
ddmof_19888,0.302465,1.004284,1.70665701468243,0.070216115540841,0,25.68112,0.70196,3
ddmof_19889,0.72075,2.98521,1.36816170386673,0.098121052634678,0,12.9383,0.41328,3
ddmof_1989,0.857348,3.477455,1.39708647080504,0.124506894683614,245,7.05899,0.2658,3
ddmof_19890,0.912587,3.722617,1.38916421789653,0.130275068814677,7,5.39596,0.1779,3
ddmof_19891,0.428081,1.739037,1.39490553296643,0.061876881213817,8,13.25408,0.50486,3
ddmof_19892,0.237133,0.808413,1.66221184798694,0.052332021823477,14,13.9518,0.59474,3
ddmof_19893,0.353123,1.321494,1.51421825095939,0.063628695371594,8,9.99445,0.4779,3
ddmof_19894,0.295125,1.059798,1.57801297983201,0.058467382309477,0,20.23743,0.59482,3
ddmof_19895,0.662514,2.966091,1.26572178668827,0.067800527080348,4,5.16767,0.13564,3
ddmof_19896,0.152628,0.539886,1.60199004975124,0.031236818133217,7,19.32103,0.69106,3
ddmof_19897,0.347196,1.315334,1.49577521754931,0.060712891500277,7,12.28281,0.53378,3
ddmof_19898,0.964922,4.123412,1.32605990702198,0.118263874524175,8,4.74438,0.14032,3
ddmof_19899,0.548679,2.164499,1.43644372208072,0.086300960314265,8,8.65178,0.32356,3
ddmof_199,0.422694,1.7218,1.3911406667441,0.060602081080484,19,5.65385,0.15662,3
ddmof_1990,0.312635,1.265735,1.39965974973698,0.045651736064834,18,7.79719,0.35944,3
ddmof_19900,0.614142,2.409112,1.44457293807843,0.098102720496057,5,7.96148,0.2569,3
ddmof_19901,0.265844,0.937192,1.60740737579208,0.054797348862621,14,10.51237,0.38246,3
ddmof_19902,0.22632,0.940017,1.3643157517364,0.030533938655495,0,9.75191,0.4885,3
ddmof_19903,0.564855,2.327122,1.37545216795682,0.078201628484516,0,5.92254,0.13152,3
ddmof_19904,0.820821,3.388531,1.37266532311494,0.11291596382089,8,6.84057,0.27032,3
ddmof_19905,0.47356,1.964719,1.36584756734508,0.064121081692835,0,14.37934,0.49788,3
ddmof_19906,0.201052,0.805815,1.41384147312555,0.030238364944796,4,16.48988,0.66344,3
ddmof_19907,0.168497,0.628345,1.51957337662165,0.030619557237704,4,21.17115,0.74656,3
ddmof_19908,0.222648,0.72122,1.74935803222318,0.054076457559386,8,13.50672,0.65312,3
