MOF_no,propane_avg(mol/kg),propylene_avg(mol/kg),C3H8/C3H6 Selectivity (1Bar),TSN,oms,Df,AV_Volume_fraction_1.9,channel_dimentionality
ddmof_1,0.418058,1.695389,1.39731668268069,0.06074167196119,18,5.97689,0.2417,3
ddmof_10,0.36111,1.502782,1.3616678932806,0.048414450081888,22,8.08337,0.26716,3
ddmof_100,0.456976,1.963257,1.31899729208487,0.05494857824515,20,7.26001,0.34358,3
ddmof_1000,0.255168,1.119715,1.29135717570989,0.028335482725767,20,9.65757,0.52278,3
ddmof_10000,0.465894,1.989348,1.32710114067524,0.05726024663998,6,7.58398,0.29818,3
ddmof_10001,0.338848,1.368784,1.40280618904565,0.049809867595267,7,3.61587,0.01468,0
ddmof_10002,0.693769,2.765783,1.42142665084957,0.105955491678048,1,7.13287,0.31114,3
ddmof_10003,0.426743,1.889288,1.27995855228707,0.045745102735803,3,10.49501,0.53244,3
ddmof_10004,0.783482,3.231924,1.37371155179804,0.10803868156087,8,8.01551,0.43542,3
ddmof_10005,0.497014,2.170453,1.29761513687081,0.056235097836341,9,11.2293,0.56564,3
ddmof_10006,0.601162,2.459489,1.38507822830949,0.085048974796133,7,6.92548,0.2547,3
ddmof_10007,0.506698,2.075615,1.38334357126281,0.071408977594213,4,6.36087,0.27652,3
ddmof_10008,0.271057,1.035771,1.48294330181736,0.046384506262249,2,3.46834,0,0
ddmof_10009,0.397325,1.567026,1.43680343104284,0.062537904634199,4,8.81555,0.29282,3
ddmof_1001,0.327819,1.440118,1.28992277021744,0.036244884572407,18,8.24024,0.43952,3
ddmof_10010,0.659582,2.561515,1.45914871993072,0.10823711498311,6,6.56442,0.25778,3
ddmof_10011,0.358925,1.437165,1.41522256201155,0.054134771112134,8,6.26813,0.20022,3
ddmof_10012,0.623504,2.709442,1.30402840634099,0.071881938048705,6,4.51001,0.10588,2
ddmof_10013,0.720165,2.973424,1.37246992019974,0.099024729161584,8,7.17831,0.32828,3
ddmof_10014,0.922442,3.802352,1.37472052385822,0.127494782790602,2,9.77416,0.46348,3
ddmof_10015,0.89711,3.766991,1.34951831138788,0.116784686942017,5,10.43982,0.488,3
ddmof_10016,0.229407,1.017037,1.27819636847037,0.024454230880126,2,6.01184,0.21726,3
ddmof_10017,0.243051,1.04327,1.32016544135267,0.02931884348143,7,4.5901,0.09306,2
ddmof_10018,0.484559,1.935934,1.41835121100892,0.073548198504513,4,4.57027,0.13988,3
ddmof_10019,0.188962,0.753701,1.42070219711353,0.028817281730414,6,2.70464,0,0
ddmof_1002,0.413369,1.684828,1.39030472744597,0.05915723738096,19,4.49962,0.15482,3
ddmof_10020,0.849497,3.199659,1.50447792509556,0.150688721768214,9,7.77247,0.2856,3
ddmof_10021,0.355913,1.509449,1.33614340950462,0.044792745079784,12,4.48665,0.09184,3
ddmof_10022,0.273625,1.186237,1.30710951240491,0.031825864218727,6,4.10723,0.12314,2
ddmof_10023,1.027999,4.231516,1.37665263859729,0.142711315082916,3,9.16893,0.43764,3
ddmof_10024,0.264478,1.195059,1.25408759455949,0.026005558884752,3,3.92014,0.08578,1
ddmof_10025,0.457452,1.943923,1.33350343609289,0.057178818915779,4,9.61756,0.46244,3
ddmof_10026,0.361466,1.385477,1.4784130904615,0.061375408393498,2,5.0803,0.12392,3
ddmof_10027,0.502669,2.121513,1.34265388270855,0.064323572151286,6,7.36406,0.48732,3
ddmof_10028,0.352821,1.447518,1.38120493147581,0.049486010259556,5,3.77501,0.0824,1
ddmof_10029,0.371984,1.387266,1.51947019052823,0.06758658550916,6,4.44951,0.2663,3
ddmof_1003,0.568322,2.318963,1.3887635694633,0.081058809473582,20,6.72042,0.2483,3
ddmof_10030,0.719758,2.88043,1.41597909571372,0.108724370379381,7,5.60952,0.24458,3
ddmof_10031,0.383697,1.57785,1.3780036125107,0.053429943884302,7,6.34148,0.21058,3
ddmof_10032,0.807892,3.368368,1.35913138548599,0.107660852457368,7,5.23887,0.23528,3
ddmof_10033,0.219001,0.964014,1.28733158093831,0.024022312444747,1,5.64736,0.22818,3
ddmof_10034,0.307375,1.241322,1.40317473360391,0.045218475978514,4,3.469,0.0505,0
ddmof_10035,1.007186,4.131931,1.38128815155271,0.141292369408991,6,8.70486,0.41848,3
ddmof_10036,0.741399,3.033135,1.3851216645484,0.10489900394231,5,6.40071,0.2519,3
ddmof_10037,0.58531,2.462903,1.34668586893867,0.075660859809416,4,8.13956,0.35614,3
ddmof_10038,0.436789,1.800018,1.37506273085417,0.060417751382976,6,5.01231,0.12402,2
ddmof_10039,0.50667,2.18,1.31703211009174,0.060595889479475,8,6.11083,0.08222,1
ddmof_1004,0.545107,2.306126,1.33944965134891,0.069188465598186,19,5.96927,0.2242,3
ddmof_10040,0.722288,2.914305,1.40443959480334,0.106539693709002,4,6.37092,0.23492,3
ddmof_10041,0.382449,1.657068,1.30785882051913,0.044578586532633,3,10.87017,0.51056,3
ddmof_10042,0.522237,2.111689,1.40141043496462,0.076541847092873,5,4.94095,0.14306,3
ddmof_10043,0.514716,2.213112,1.31792878082989,0.06171030091054,9,4.98861,0.11346,3
ddmof_10044,0.755315,3.082681,1.38844023540981,0.107652924921992,4,8.0415,0.38526,3
ddmof_10045,0.813394,3.258316,1.4146057861382,0.122525955061229,4,5.07455,0.15514,3
ddmof_10046,0.4698,2.131404,1.24903584679394,0.045370889250243,8,3.8322,0.05382,1
ddmof_10047,0.862372,3.567825,1.36967891268957,0.117816201490336,3,9.51064,0.47028,3
ddmof_10048,0.501571,2.037378,1.3950458219666,0.072521384876327,7,4.18489,0.12686,3
ddmof_10049,0.31033,1.254804,1.40144330641811,0.045486785350897,3,6.70552,0.23456,3
ddmof_1005,0.652089,2.678921,1.37935049223176,0.091080292539024,15,5.79362,0.17102,3
ddmof_10050,0.562538,2.359759,1.35086478463832,0.073474145928175,6,5.26059,0.12036,2
ddmof_10051,0.65213,2.673261,1.38235785182716,0.091702836017144,4,4.88988,0.18216,2
ddmof_10052,0.275828,1.071384,1.45888433403274,0.045241545970574,5,4.6116,0.11126,2
ddmof_10053,0.33216,1.364061,1.37987963881381,0.046449655099298,4,4.53783,0.14356,2
ddmof_10054,0.307936,1.308184,1.33388779152372,0.038528736046606,2,7.24004,0.27678,3
ddmof_10055,0.397269,1.680341,1.33972271104496,0.050459090100547,8,8.68265,0.43306,3
ddmof_10056,0.514312,2.216823,1.31468983616043,0.061112251859604,11,3.53475,0.10576,0
ddmof_10057,0.588849,2.48022,1.34536895920523,0.075868131478472,6,4.49485,0.14426,2
ddmof_10058,0.931727,3.841896,1.37426581389328,0.128644239313693,5,7.46522,0.34904,3
ddmof_10059,0.274624,1.195404,1.3018215320232,0.0314585775314,7,4.07057,0.13444,3
ddmof_1006,0.344562,1.415501,1.37938298877924,0.048130096714457,13,4.79506,0.11786,3
ddmof_10060,0.752084,2.905858,1.46662683907243,0.125086331302163,6,6.13854,0.24158,3
ddmof_10061,0.756475,3.052464,1.40433815654064,0.111558651229021,5,6.07667,0.19934,3
ddmof_10062,0.338828,1.552515,1.23671934463328,0.031264050577631,12,5.45825,0.06922,1
ddmof_10063,0.57687,2.38355,1.37145434331145,0.079135807802912,7,7.64979,0.36934,3
ddmof_10064,0.745805,3.071577,1.37591482594554,0.103362271207343,3,8.70879,0.45304,3
ddmof_10065,0.481985,2.037305,1.34061828412208,0.061359167062155,7,10.01943,0.4369,3
ddmof_10066,0.159414,0.647429,1.39528195369685,0.023061144431424,0,11.98963,0.29234,1
ddmof_10067,0.429504,1.840781,1.32218661535511,0.052095724059841,8,4.34319,0.073,1
ddmof_10068,0.652236,2.657245,1.39091577931278,0.093465962782582,3,7.47313,0.33048,3
ddmof_10069,0.564711,2.315634,1.38192348186285,0.079332858143845,8,6.94481,0.19738,3
ddmof_1007,0.306059,1.308826,1.32510687695181,0.037415990607686,21,8.19089,0.41574,3
ddmof_10070,0.641251,2.617938,1.38802204890516,0.091311811450181,5,6.70188,0.2307,3
ddmof_10071,0.657152,2.798127,1.3308407135678,0.081569700735988,6,6.95007,0.30844,3
ddmof_10072,0.638853,2.738063,1.32216351486434,0.077483393830358,7,5.41483,0.16678,3
ddmof_10073,0.756204,3.065667,1.39778912712959,0.109983563500268,8,5.25073,0.16252,3
ddmof_10074,0.362296,1.573913,1.3043990783904,0.041812756453229,6,4.6099,0.14582,3
ddmof_10075,0.317661,1.460523,1.23248932060639,0.02883827092891,3,13.62483,0.58288,3
ddmof_10076,0.362337,1.521555,1.34943725333622,0.047159137181013,4,4.9201,0.12834,3
ddmof_10077,0.290228,1.235092,1.33158123713321,0.036094979266535,4,6.51486,0.26062,3
ddmof_10078,0.5491,2.252433,1.38142473790193,0.077053681378163,3,6.42927,0.21652,3
ddmof_10079,0.534023,2.43432,1.24311114945173,0.050470493252824,10,4.2006,0.0801,2
ddmof_1008,0.35979,1.547253,1.31769658872854,0.043108390548621,19,9.35729,0.50998,3
ddmof_10080,0.418224,1.73832,1.36334852041051,0.056295832446807,1,8.36341,0.3759,3
ddmof_10081,0.741253,3.011723,1.39469455413618,0.107095570104846,6,6.87623,0.2895,3
ddmof_10082,0.721276,2.947773,1.38654864762879,0.102374389541032,7,8.36518,0.32144,3
ddmof_10083,0.504992,2.21698,1.2907745371331,0.055978559930077,2,9.69608,0.53258,3
ddmof_10084,0.93924,3.916246,1.35904639289769,0.125138967230965,6,9.27991,0.4226,3
ddmof_10085,1.251066,5.065761,1.39946870766307,0.182609586786326,2,8.13821,0.4467,3
ddmof_10086,0.292342,1.186067,1.39672098344079,0.042421647568089,6,3.06757,0,0
ddmof_10087,0.454367,1.904859,1.35167292347273,0.059463742707892,5,3.79141,0.08608,1
ddmof_10088,0.511261,2.102521,1.37793899165177,0.071182863701514,7,5.90413,0.19612,3
ddmof_10089,0.455654,1.968266,1.31183454539851,0.053712066698744,5,4.54574,0.0992,2
ddmof_1009,0.38784,1.644811,1.3361778344138,0.048815195782612,20,11.11301,0.46134,3
ddmof_10090,0.712118,2.947368,1.36913182654264,0.09716512999849,6,7.9127,0.38332,3
ddmof_10091,0.282512,1.198502,1.33575190807636,0.035519048122211,4,6.9589,0.35338,3
ddmof_10092,0.440503,1.842616,1.35469553432005,0.058076664013438,11,5.17059,0.13422,3
ddmof_10093,0.530571,2.272419,1.32306982119055,0.064508288375751,8,10.23114,0.51254,3
ddmof_10094,0.246883,1.034928,1.35178840138316,0.032319136480211,5,4.7378,0.08514,3
ddmof_10095,0.549529,2.260305,1.37768914667121,0.076467640162415,1,10.37133,0.28342,3
ddmof_10096,0.426177,1.866272,1.29402520104251,0.047707418661746,4,11.13396,0.55198,3
ddmof_10097,0.616663,2.501616,1.39686653214029,0.089511663566382,4,6.47276,0.26916,3
ddmof_10098,0.643144,2.576757,1.41436800857305,0.096833319957592,7,6.79514,0.23666,3
ddmof_10099,0.365402,1.671633,1.23867579386943,0.033966911488278,7,3.98851,0.08354,3
ddmof_101,0.262419,1.137059,1.30779581358575,0.030582295249437,21,8.94702,0.47806,3
ddmof_1010,0.290173,1.227888,1.33913978039257,0.036801455175514,20,13.35377,0.66072,3
ddmof_10100,0.433409,1.749936,1.40347094598507,0.063799289874803,3,6.07164,0.17706,3
ddmof_10101,0.405472,1.742071,1.31893284869943,0.048746932418263,4,8.06191,0.3453,3
ddmof_10102,0.6054,2.317041,1.48059529373887,0.103182175121534,5,7.69177,0.2332,3
ddmof_10103,0.278581,1.207316,1.30754969425293,0.032443042786274,4,7.07936,0.29984,3
ddmof_10104,0.755998,3.002436,1.42683763006661,0.116706854444879,5,5.70578,0.24328,3
ddmof_10105,0.363843,1.548126,1.3317888854008,0.045274944190781,5,5.46908,0.19088,3
ddmof_10106,0.380198,1.399586,1.53935187500685,0.071225496813124,6,9.62215,0.46616,3
ddmof_10107,0.572403,2.402106,1.35032217562422,0.07466275901749,3,10.14803,0.4732,3
ddmof_10108,0.321365,1.324949,1.37444409809988,0.044389209306011,4,3.71431,0.0544,1
ddmof_10109,0.504808,2.123282,1.34724387371374,0.065345486121739,8,8.56829,0.38646,3
ddmof_1011,0.265377,1.16447,1.2914055321305,0.029473470880586,19,10.62874,0.57566,3
ddmof_10110,0.695523,2.93765,1.34164961789185,0.088775937608087,6,9.98944,0.41578,3
ddmof_10111,1.015061,4.221452,1.36256727148226,0.136381518217592,5,8.04411,0.41896,3
ddmof_10112,0.702346,2.893168,1.37564105045634,0.097278522005023,9,6.0375,0.21188,3
ddmof_10113,0.612282,2.40583,1.44216258006592,0.097361546296791,2,5.31109,0.17232,3
ddmof_10114,0.397081,1.682918,1.33703820784296,0.050089313413536,5,4.18935,0.0423,1
ddmof_10115,0.864989,3.537275,1.38570066882935,0.122542495632375,5,12.56544,0.48504,3
ddmof_10116,0.647345,2.58218,1.42061681731457,0.09870519220803,7,5.60959,0.16512,3
ddmof_10117,0.626973,2.605504,1.36359299390828,0.084443708767026,5,7.44443,0.33652,3
ddmof_10118,0.590432,2.378538,1.40665456399407,0.087494618173086,4,5.6757,0.2295,3
ddmof_10119,0.465495,2.085347,1.26492377527577,0.047510447196755,20,5.97524,0.10564,3
ddmof_1012,0.530856,2.206019,1.36362560793901,0.071503727689089,21,10.34111,0.50726,3
ddmof_10120,0.447567,1.83467,1.38238102765075,0.062940346783546,7,6.56314,0.27588,3
ddmof_10121,1.134669,4.695799,1.36926452771935,0.154867973371699,20,8.46059,0.40986,3
ddmof_10122,0.443813,1.825932,1.37734610781416,0.061709129171491,5,5.54327,0.11474,2
ddmof_10123,0.83589,3.403566,1.39169036240226,0.119985840393773,1,7.50459,0.37172,3
ddmof_10124,0.498197,2.173001,1.29917857071089,0.056629479311073,3,11.49476,0.57164,3
ddmof_10125,0.940084,3.966858,1.34291236708414,0.120375568933612,6,9.41841,0.4805,3
ddmof_10126,0.379619,1.638495,1.31289648935965,0.044882539259629,8,4.09289,0.07556,2
ddmof_10127,0.494552,2.131618,1.31471085970063,0.058767737937927,5,11.1411,0.52696,3
ddmof_10128,0.331195,1.379944,1.36003465841126,0.044231084249807,7,6.2045,0.17422,3
ddmof_10129,0.469304,2.159995,1.23120161543584,0.042391843920049,7,4.56035,0.18322,3
ddmof_1013,0.298452,1.352184,1.25073806523373,0.028999496701057,121,9.38179,0.32922,3
ddmof_10130,0.813347,3.383481,1.36219660560628,0.109183533527119,16,6.32898,0.2698,3
ddmof_10131,0.220131,0.906072,1.37672171747941,0.030564344788225,2,5.84993,0.16756,3
ddmof_10132,0.698971,2.923073,1.35502454665575,0.092227240224611,11,7.93144,0.35714,3
ddmof_10133,0.683157,2.65226,1.45959408202816,0.112196304528058,7,10.14915,0.3897,3
ddmof_10134,0.280093,1.213143,1.30833188393014,0.032691873834093,2,15.66985,0.711,3
ddmof_10135,0.426721,1.769453,1.36657241908469,0.057877300597648,3,5.00197,0.12198,3
ddmof_10136,0.435645,1.742743,1.41653416481948,0.065881309746939,5,3.86072,0.07438,2
ddmof_10137,0.514689,2.150393,1.35629673273676,0.068121516195631,6,6.87075,0.22718,3
ddmof_10138,0.192865,0.870345,1.2557108579548,0.019072352260794,5,3.67929,0.04832,0
ddmof_10139,0.388124,1.718363,1.27992125839147,0.041600392648221,7,10.55087,0.5673,3
ddmof_1014,0.506434,2.171427,1.32161600029228,0.061331835343467,19,9.05379,0.46638,3
ddmof_10140,0.343298,1.347024,1.44418758190896,0.054798464802517,2,6.06172,0.31846,3
ddmof_10141,0.590489,2.367179,1.41354089966721,0.088755444388618,3,6.25614,0.274,3
ddmof_10142,0.414669,1.662605,1.41331885805709,0.062299934349339,5,4.30496,0.125,2
ddmof_10143,0.261452,1.12525,1.31665081833667,0.031235830814709,3,6.00573,0.21922,3
ddmof_10144,0.98457,4.128006,1.35155569056828,0.128815177638546,4,8.00309,0.4326,3
ddmof_10145,0.292733,1.206809,1.37455084717908,0.040444228344864,5,7.57697,0.32594,3
ddmof_10146,0.815341,3.367419,1.37204953308949,0.112003222233504,7,6.98567,0.27922,3
ddmof_10147,0.855113,3.411153,1.42052858178256,0.130361956652547,9,7.16139,0.24848,3
ddmof_10148,0.224577,0.917897,1.38643333620221,0.031867249984378,5,6.77806,0.18886,3
ddmof_10149,0.351954,1.513301,1.31791758546383,0.042195150187992,6,8.98532,0.50204,3
ddmof_1015,0.524829,2.232988,1.33186161322855,0.065319745996983,18,8.71735,0.43274,3
ddmof_10150,0.417383,1.694202,1.3960379773683,0.060477641740844,8,4.3232,0.17108,2
ddmof_10151,0.359414,1.308908,1.556014122714,0.069012352460149,4,20.97916,0.60138,3
ddmof_10152,0.326262,1.433724,1.28952155366026,0.036028657698623,2,8.59713,0.4242,3
ddmof_10153,0.345848,1.429898,1.37059100252839,0.047349315269243,5,3.95392,0.1104,3
ddmof_10154,1.071503,4.40042,1.37983427339512,0.149824972927205,3,7.11185,0.37616,3
ddmof_10155,0.406897,1.747268,1.31963137118442,0.049011814335613,3,9.62495,0.45452,3
ddmof_10156,0.518231,1.987135,1.47782729071419,0.087904250511472,4,5.27351,0.15382,3
ddmof_10157,0.444145,1.841731,1.3665522634232,0.060237718950511,5,4.63313,0.0748,3
ddmof_10158,0.356271,1.548813,1.30349435341775,0.041010053474729,5,12.96712,0.52274,3
ddmof_10159,0.280339,1.149018,1.38256116672382,0.039439311196272,5,3.48815,0,0
ddmof_1016,0.228399,1.201039,1.07761779592503,0.007414917525069,22,3.81754,0.0118,1
ddmof_10160,0.524068,2.196869,1.35179597266231,0.068606343634643,4,7.84547,0.40286,3
ddmof_10161,0.621372,2.516636,1.39913281062498,0.090632662019856,9,5.07021,0.09228,3
ddmof_10162,0.680796,2.740769,1.40757721646735,0.101079299327702,6,5.63219,0.22444,3
ddmof_10163,0.441881,1.969582,1.27133185281615,0.046070039468378,7,11.5367,0.50408,3
ddmof_10164,0.40427,1.682961,1.36120999436905,0.054141911958278,5,5.91314,0.23898,3
ddmof_10165,0.37229,1.662871,1.26867528108514,0.038476349506619,9,8.864,0.45286,3
ddmof_10166,0.677621,2.634838,1.45733905968159,0.110832100749421,7,7.41945,0.34332,3
ddmof_10167,0.3774,1.581702,1.3520878142659,0.04944124877525,1,7.2649,0.26138,3
ddmof_10168,0.446731,1.846342,1.37107625058991,0.061229669281004,5,3.60665,0.13136,0
ddmof_10169,0.890691,3.726666,1.35436043906269,0.117334519348129,8,9.59416,0.38898,3
ddmof_1017,0.309405,1.217474,1.44010878261055,0.049008297478557,30,5.97364,0.17902,3
ddmof_10170,0.569692,2.345495,1.37636390896875,0.079035237484086,5,4.26412,0.16736,2
ddmof_10171,0.27781,1.276609,1.23315491796366,0.025285610368553,7,13.00036,0.53584,3
ddmof_10172,0.478746,1.97749,1.37188759488038,0.065740696515904,6,7.15986,0.36876,3
ddmof_10173,1.080457,4.415547,1.38659823271424,0.153371565164287,1,8.18333,0.40974,3
ddmof_10174,0.480098,2.031733,1.3390319167594,0.060872071357672,5,8.28232,0.41006,3
ddmof_10175,0.658221,2.634469,1.41581434437073,0.099395523113554,5,6.83902,0.28276,3
ddmof_10176,0.613753,2.541477,1.36846946349177,0.083614707992384,2,5.03234,0.17542,3
ddmof_10177,0.398488,1.731029,1.30448344115937,0.046000885132286,2,11.32199,0.57104,3
ddmof_10178,0.502847,2.0522,1.38849348666472,0.071677745753492,2,5.13492,0.15318,3
ddmof_10179,0.939441,3.862129,1.37838456457565,0.130930269027945,7,6.19402,0.29492,3
ddmof_1018,0.130524,0.505681,1.46265333283236,0.021554916757639,32,10.32884,0.5255,3
ddmof_10180,0.682164,2.78278,1.38911304522815,0.097370445217377,4,8.05275,0.35884,3
ddmof_10181,0.777636,3.324649,1.3254343541228,0.095150159055585,6,8.66696,0.4713,3
ddmof_10182,0.721506,2.909624,1.40517606398627,0.106588617700789,10,6.92915,0.27536,3
ddmof_10183,0.716932,2.991656,1.35798188918334,0.09527594542516,6,6.73545,0.35758,3
ddmof_10184,0.511086,2.165572,1.3373621380402,0.064524108557005,4,5.92477,0.24224,3
ddmof_10185,0.554711,2.175163,1.44511576067326,0.088699751976835,5,5.77406,0.23356,3
ddmof_10186,0.828108,3.383633,1.38685608043189,0.117617334406701,8,6.62174,0.27442,3
ddmof_10187,0.457892,1.971152,1.31634766539229,0.054658846223405,1,10.39352,0.4726,3
ddmof_10188,0.465692,2.191003,1.20443528983453,0.037620216555254,9,4.02931,0.0462,2
ddmof_10189,0.573725,2.452359,1.32570652719823,0.070251131445664,4,5.18213,0.12942,3
ddmof_1019,0.606808,2.478103,1.38758504657259,0.086324270022033,58,9.36724,0.43266,3
ddmof_10190,0.459674,1.847902,1.40960902327793,0.068536782543828,8,4.99144,0.14806,3
ddmof_10191,0.137358,0.97823,0.795684041585312,-0.013634066093653,12,3.15995,0,0
ddmof_10192,0.370869,1.514545,1.38760551848905,0.052762055962023,6,4.56338,0.09846,3
ddmof_10193,0.649992,2.639241,1.3955860794827,0.094090650700414,4,7.48424,0.33258,3
ddmof_10194,0.249923,1.032369,1.37182570702271,0.034314162222746,0,7.27204,0.30894,3
ddmof_10195,0.7398,2.978511,1.40748179207665,0.109817972563693,9,6.50623,0.2404,3
ddmof_10196,0.581729,2.425441,1.35911957179471,0.07751984908061,3,11.31713,0.486,3
ddmof_10197,0.733893,2.883357,1.44232122487781,0.116734484359936,6,7.43978,0.20182,3
ddmof_10198,0.53352,2.184421,1.38401892309221,0.075302094822293,3,7.45395,0.32864,3
ddmof_10199,0.463709,1.955705,1.34359953742171,0.059479881856287,8,7.56449,0.36826,3
ddmof_102,0.280713,1.209951,1.31468712369344,0.033354995006474,18,8.72498,0.4064,3
ddmof_1020,0.229085,0.95553,1.35856365926065,0.030486630265301,20,11.46959,0.59414,3
ddmof_10200,0.298475,1.21907,1.38741691070516,0.042445229444509,4,4.27288,0.1355,3
ddmof_10201,0.476074,2.062474,1.30801778188073,0.055516725884455,5,5.93631,0.22634,3
ddmof_10202,0.288432,1.288833,1.26816119698984,0.029758816012692,0,10.32949,0.55446,3
ddmof_10203,0.311858,1.364894,1.29474914047049,0.034985986630961,4,10.93415,0.44184,3
ddmof_10204,0.902819,3.635729,1.40713852251731,0.133921328982754,4,8.19616,0.38724,3
ddmof_10205,0.471844,1.967856,1.35872882297621,0.062817907349803,2,5.28215,0.14604,3
ddmof_10206,0.379313,1.527665,1.40701026293941,0.056251080575293,7,6.01031,0.14964,3
ddmof_10207,0.315283,1.274693,1.40159525993056,0.046227619527159,5,4.44244,0.11772,3
ddmof_10208,0.31033,1.266315,1.38870396912827,0.044256060996465,6,3.1638,0,0
ddmof_10209,0.660612,2.81455,1.33004139205202,0.081826808965098,8,7.35694,0.25604,3
ddmof_1021,0.834882,3.406447,1.38883652086764,0.119096859211619,15,10.411,0.42324,3
ddmof_10210,0.559255,2.297564,1.37933553392492,0.078111103617255,2,6.75342,0.28904,3
ddmof_10211,0.399117,1.729739,1.30751691440154,0.046476103312032,6,5.13443,0.2036,3
ddmof_10212,0.336557,1.506617,1.26585345401873,0.03445786037423,3,9.88079,0.54746,3
ddmof_10213,0.686439,2.666636,1.45869965004598,0.11255257385294,3,6.71028,0.27274,3
ddmof_10214,0.717741,2.997428,1.35689631243853,0.095134173880751,4,7.68529,0.28692,3
ddmof_10215,0.330177,1.436248,1.30270190106444,0.037919193057547,6,9.44369,0.49444,3
ddmof_10216,0.745016,3.14148,1.34387528595864,0.095629484366698,7,5.27261,0.17056,3
ddmof_10217,0.539668,2.126697,1.43796632367783,0.085131933659189,8,6.09556,0.24236,3
ddmof_10218,0.645441,2.611205,1.40069393249477,0.094455931934866,0,5.61008,0.2086,3
ddmof_10219,0.827272,3.328286,1.40849514334605,0.123061139071033,4,6.46897,0.29318,3
ddmof_1022,0.230981,0.910002,1.43834006225627,0.036463024934836,29,8.81451,0.44052,3
ddmof_10220,0.586763,2.38314,1.39521401736085,0.084869887836005,5,6.59891,0.24942,3
ddmof_10221,0.319552,1.359918,1.33154695111519,0.03973836334115,4,10.43904,0.50768,3
ddmof_10222,0.521382,2.224466,1.32818303359098,0.064264465118423,9,5.10938,0.15932,3
ddmof_10223,0.773484,3.297646,1.32915297760888,0.095583260961074,8,4.42446,0.11886,1
ddmof_10224,0.619616,2.573845,1.3641681349628,0.083566309227719,5,9.93411,0.4685,3
ddmof_10225,0.632009,2.519136,1.42167168955282,0.096570542391183,8,5.2141,0.1668,3
ddmof_10226,0.350853,1.578119,1.25983338392098,0.03519515642368,7,5.15115,0.08138,2
ddmof_10227,0.167646,0.718303,1.32255329575402,0.02035443432552,0,3.33047,0,0
ddmof_10228,0.312584,1.279006,1.38491088652699,0.044206201054802,2,6.73783,0.32554,3
ddmof_10229,0.375299,1.589167,1.33824471143268,0.047488660044242,3,4.58246,0.10562,3
ddmof_1023,0.643327,2.603889,1.40002882867383,0.094013863992556,17,7.92323,0.34754,3
ddmof_10230,0.826012,3.472135,1.34808544790645,0.107148146082251,7,8.73041,0.39204,3
ddmof_10231,0.40022,1.611377,1.40743806901385,0.059404371981235,7,5.39184,0.16614,3
ddmof_10232,0.354855,1.527568,1.31637020414149,0.042361895639579,13,4.53106,0.07752,3
ddmof_10233,0.459622,1.951443,1.33466602235713,0.057624007194321,4,10.5795,0.50952,3
ddmof_10234,0.750438,3.065427,1.38723968960931,0.106675891625835,6,7.58191,0.28104,3
ddmof_10235,0.524969,2.210784,1.34559700691399,0.067676385160166,9,9.46722,0.45416,3
ddmof_10236,0.459171,1.861031,1.39813307784771,0.066831655172606,3,5.85554,0.27476,3
ddmof_10237,0.562479,2.324476,1.37122560095265,0.077120884267931,2,8.195,0.35702,3
ddmof_10238,0.550972,2.315716,1.34825456431906,0.071500682847827,6,6.61793,0.36792,3
ddmof_10239,0.406554,1.506886,1.52885221576151,0.074954534335863,6,18.56921,0.64938,3
ddmof_1024,0.402785,1.654975,1.37914369300644,0.05623261958004,20,6.3347,0.20746,3
ddmof_10240,0.759247,3.044465,1.41318742920896,0.114038721417577,5,7.02755,0.29444,3
ddmof_10241,0.256959,1.093864,1.33115359861921,0.03192154647998,4,12.17525,0.3756,3
ddmof_10242,0.861371,3.677153,1.32741344549257,0.105953984126894,6,8.30236,0.468,3
ddmof_10243,0.507653,1.916966,1.50065276761994,0.089489179238001,12,9.32585,0.37946,3
ddmof_10244,0.759454,3.162946,1.36062160614398,0.101567375361387,4,8.28566,0.4253,3
ddmof_10245,0.683658,2.816714,1.3753835142652,0.094634548146796,9,6.25322,0.2239,2
ddmof_10246,0.494086,2.097826,1.33462959590865,0.061938992148785,3,5.93586,0.21208,3
ddmof_10247,0.385096,1.620787,1.34638954203524,0.049743131299867,7,9.3715,0.3844,3
ddmof_10248,0.456665,1.841781,1.40503585026305,0.067443669098972,7,4.90452,0.1203,3
ddmof_10249,0.347795,1.54095,1.27897617270731,0.03716622707039,2,9.16037,0.4862,3
ddmof_1025,0.573609,2.425847,1.33992415844857,0.07289435641978,21,5.87472,0.19898,3
ddmof_10250,0.624448,2.483439,1.42485427130148,0.096021649100499,7,5.90232,0.17036,3
ddmof_10251,0.522889,2.260654,1.31069932270337,0.061441065388912,3,10.339,0.5046,3
ddmof_10252,0.536492,2.283051,1.33160465242929,0.06672635551193,10,5.39113,0.2084,3
ddmof_10253,0.718172,3.032635,1.34194894319077,0.091736413313021,10,5.92534,0.22956,3
ddmof_10254,0.487378,2.016688,1.36947741379265,0.0665538413878,4,4.55481,0.15954,3
ddmof_10255,0.532315,2.066931,1.45938672682671,0.087390362223398,13,4.8179,0.15444,3
ddmof_10256,0.347137,1.500746,1.31075456250869,0.040796018626708,5,8.40611,0.43336,3
ddmof_10257,0.56973,2.399417,1.34552268321847,0.073433082890457,8,5.00597,0.0897,3
ddmof_10258,0.363639,1.570886,1.31175718670865,0.04285611151945,4,8.23329,0.39608,3
